t,policy,task_difficulty,chosen_agent,match_score,load,latency_ms,call_cost,success,fallback_used,total_cost_this_task,total_latency_this_task,reward_used_for_update
21,linucb,hard,A,0.95,1.0,1527.2815391808404,1.0,1,0,1.0,1527.2815391808404,0.6752269163068385
22,linucb,hard,A,0.95,1.0,1811.4859536431252,1.0,1,0,1.0,1811.4859536431252,0.6596589401288767
23,linucb,simple,D,0.85,0.46140377634060575,529.4934154143035,0.22,1,0,0.22,529.4934154143035,0.8640929141978743
24,linucb,hard,C,0.75,0.42138537601622444,696.9993994073444,0.35,1,0,0.35,696.9993994073444,0.8294322737233122
25,linucb,simple,B,0.95,0.5348661594280576,408.93692445790276,0.1,1,0,0.1,408.93692445790276,0.8945636218706319
26,linucb,simple,A,0.8,0.8996953599999999,1235.1980647678947,1.0,1,0,1.0,1235.1980647678947,0.692825061490841
27,linucb,simple,B,0.95,0.7142003538610878,537.9940241960048,0.1,1,0,0.1,537.9940241960048,0.8812701562523104
28,linucb,simple,B,0.95,0.9284963113977573,556.2727511931928,0.1,1,0,0.1,556.2727511931928,0.8795227274534279
29,linucb,simple,B,0.95,1.0,651.5494718985698,0.1,1,0,0.1,651.5494718985698,0.8708466407065855
30,linucb,simple,B,0.95,1.0,775.4224735296364,0.1,0,0,0.1,775.4224735296364,0.0
31,linucb,simple,B,0.95,1.0,777.2138093558979,0.1,1,0,0.1,777.2138093558979,0.860323313377689
32,linucb,simple,A,0.8,0.7178222020446021,1354.5663690359752,1.0,1,0,1.0,1354.5663690359752,0.6854055669813844
33,linucb,simple,D,0.85,0.4285014020452826,547.8703419666031,0.22,1,0,0.22,547.8703419666031,0.8623223670532617
34,linucb,simple,A,0.8,0.8558815132633399,1413.2095033302521,1.0,1,0,1.0,1413.2095033302521,0.6818804292576113
35,linucb,simple,A,0.8,1.0,1704.5225159117338,1.0,1,0,1.0,1704.5225159117338,0.6653640058974559
36,linucb,simple,A,0.8,1.0,1762.940717882343,1.0,1,0,1.0,1762.940717882343,0.6622266942357171
37,linucb,simple,A,0.8,1.0,1807.9606835990526,1.0,1,0,1.0,1807.9606835990526,0.6598442383939391
38,linucb,simple,A,0.8,1.0,1965.5485373849515,1.0,1,0,1.0,1965.5485373849515,0.6517300558639837
39,linucb,simple,D,0.85,0.4989978023025031,498.32624796064533,0.22,1,0,0.22,498.32624796064533,0.8671675155111679
40,linucb,simple,A,0.8,1.0,1711.1100999879918,1.0,1,0,1.0,1711.1100999879918,0.6650075623173751
41,linucb,simple,A,0.8,1.0,1688.5953332757094,1.0,1,0,1.0,1688.5953332757094,0.666228656571504
42,linucb,simple,A,0.8,1.0,1820.5106430607098,1.0,1,0,1.0,1820.5106430607098,0.6591853966248542
43,linucb,simple,B,0.95,0.515671155821681,469.13582840775825,0.1,0,0,0.1,469.13582840775825,0.0
44,linucb,simple,D,0.85,0.5633370666880875,562.2169449267813,0.22,1,0,0.22,562.2169449267813,0.860960672868338
45,linucb,simple,A,0.8,0.9814719999999999,1833.1515766565722,1.0,1,0,1.0,1833.1515766565722,0.658524070616875
46,linucb,simple,A,0.8,1.0,1902.4045098729164,1.0,1,0,1.0,1902.4045098729164,0.6549408033507306
47,linucb,hard,C,0.75,0.32227311292751437,575.2494751782565,0.35,0,0,0.35,575.2494751782565,0.0
48,linucb,simple,A,0.8,1.0,1598.9100400339498,1.0,1,0,1.0,1598.9100400339498,0.671175502794838
49,linucb,hard,E,0.9,0.30300952151286964,753.9395555576231,0.6,1,0,0.6,753.9395555576231,0.7872042707943291
50,linucb,simple,A,0.8,1.0,1787.3108757922053,1.0,1,0,1.0,1787.3108757922053,0.6609332987651074
51,linucb,simple,B,0.95,0.48545315107984843,415.309840533526,0.1,1,0,0.1,415.309840533526,0.8938616611372002
52,linucb,simple,D,0.85,0.5025954582837113,492.11684008918616,0.22,1,0,0.22,492.11684008918616,0.8677914479402923
53,linucb,hard,C,0.75,0.4496649507041392,682.9709468622743,0.35,0,0,0.35,682.9709468622743,0.0
54,linucb,simple,A,0.8,0.8996953599999999,1709.1622524126592,1.0,1,0,1.0,1709.1622524126592,0.6651128856619445
55,linucb,simple,A,0.8,1.0,1957.6093279784684,1.0,1,0,1.0,1957.6093279784684,0.6521308852812815
56,linucb,hard,E,0.9,0.42383259691003605,930.251682990095,0.6,1,0,0.6,930.251682990095,0.7735997299863308
57,linucb,simple,A,0.8,1.0,1478.8564742038116,1.0,1,0,1.0,1478.8564742038116,0.6780199735897326
58,linucb,simple,B,0.95,0.49839285602721395,478.2335301750893,0.1,1,0,0.1,478.2335301750893,0.8872008660391014
59,linucb,simple,D,0.85,0.505398498646909,518.5528003750285,0.22,1,0,0.22,518.5528003750285,0.8651616182006971
60,linucb,hard,C,0.75,0.4837670918956648,618.7530524310334,0.35,1,0,0.35,618.7530524310334,0.836256748300759
61,linucb,hard,A,0.95,0.8996953599999999,1494.420818592399,1.0,0,0,1.0,1494.420818592399,0.0
62,linucb,simple,B,0.95,0.5988838832166683,478.901215972408,0.1,1,0,0.1,478.901215972408,0.8871326187156917
63,linucb,hard,E,0.9,0.47321003930322086,992.0972705410015,0.6,0,0,0.6,992.0972705410015,0.0
64,linucb,simple,B,0.95,0.7637756791629879,471.1739030004613,0.1,0,0,0.1,471.1739030004613,0.0
65,linucb,simple,B,0.95,0.9721225976634293,691.0954965024619,0.1,1,0,0.1,691.0954965024619,0.8674333808853497
66,linucb,simple,B,0.95,1.0,680.5418964995224,0.1,1,0,0.1,680.5418964995224,0.8683345041154392
67,linucb,simple,B,0.95,1.0,694.9063951600981,0.1,1,0,0.1,694.9063951600981,0.867109678500727
68,linucb,simple,B,0.95,1.0,752.7869084860497,0.1,1,0,0.1,752.7869084860497,0.8622981737311094
69,linucb,simple,A,0.8,0.6235615132633399,1211.3068727596565,1.0,1,0,1.0,1211.3068727596565,0.694352521847628
70,linucb,simple,B,0.95,1.0,649.1539880665331,0.1,1,0,0.1,649.1539880665331,0.8710566818048084
71,linucb,simple,B,0.95,1.0,757.9017183392268,0.1,1,0,0.1,757.9017183392268,0.8618820306909485
72,linucb,simple,B,0.95,1.0,668.6252090242397,0.1,1,0,0.1,668.6252090242397,0.8693604558099401
73,linucb,simple,B,0.95,1.0,594.1082954624031,0.1,1,0,0.1,594.1082954624031,0.8759946519236416
74,linucb,simple,B,0.95,1.0,692.8576051140407,0.1,1,0,0.1,692.8576051140407,0.8672835945915743
75,linucb,hard,A,0.95,0.5895845151207104,1326.0511476628692,1.0,1,0,1.0,1326.0511476628692,0.6871472353527353
76,linucb,simple,D,0.85,0.3575227147345761,447.2772281055017,0.22,1,0,0.22,447.2772281055017,0.8724191110101515
77,linucb,simple,A,0.8,0.7565742485094782,1577.314945559569,1.0,1,0,1.0,1577.314945559569,0.6723872219934856
78,linucb,simple,D,0.85,0.5768655902904557,483.185740531935,0.22,0,0,0.22,483.185740531935,0.0
79,linucb,hard,C,0.75,0.34263900808823927,592.8631995313997,0.35,1,0,0.35,592.8631995313997,0.8386089352121673
80,linucb,hard,E,0.9,0.35385913526307067,889.0328382444748,0.6,1,0,0.6,889.0328382444748,0.7766558709020548
81,linucb,hard,A,0.95,0.7537140663266211,1488.0949983520397,1.0,1,0,1.0,1488.0949983520397,0.677483624061248
82,linucb,simple,A,0.8,0.9632683783674265,1610.1475677690223,1.0,1,0,1.0,1610.1475677690223,0.6705481921089106
83,linucb,simple,A,0.8,1.0,1939.8616138694997,1.0,1,0,1.0,1939.8616138694997,0.6530298695807154
84,linucb,simple,A,0.8,1.0,1841.96173513047,1.0,1,0,1.0,1841.96173513047,0.6580645037972147
85,linucb,simple,A,0.8,1.0,1785.4139109771013,1.0,1,0,1.0,1785.4139109771013,0.661033658500933
86,linucb,simple,B,0.95,0.515671155821681,450.4120165523618,0.1,0,0,0.1,450.4120165523618,0.0
87,linucb,hard,C,0.75,0.4232248168536519,625.6498202197263,0.35,1,0,0.35,625.6498202197263,0.8356384945372425
88,linucb,hard,E,0.9,0.4272599619584301,890.5478742141537,0.6,1,0,0.6,890.5478742141537,0.7765423007680595
89,linucb,simple,D,0.85,0.44137871433147596,574.4424411069264,0.22,1,0,0.22,574.4424411069264,0.8598139522972391
90,linucb,hard,A,0.95,0.8277319167999999,1503.8370518775812,1.0,1,0,1.0,1503.8370518775812,0.6765735284405762
91,linucb,simple,A,0.8,1.0,1923.9777468931911,1.0,1,0,1.0,1923.9777468931911,0.6538379370574834
92,linucb,hard,A,0.95,1.0,1856.8919057900307,1.0,1,0,1.0,1856.8919057900307,0.6572881993343411
93,linucb,simple,A,0.8,1.0,1954.345633383566,1.0,1,0,1.0,1954.345633383566,0.6522958961789833
94,linucb,hard,A,0.95,1.0,1939.160181892577,1.0,1,0,1.0,1939.160181892577,0.6530654838839784
95,linucb,simple,B,0.95,0.4631987729502667,459.8070306396089,0.1,1,0,0.1,459.8070306396089,0.8891034900906598
96,linucb,simple,A,0.8,1.0,1611.6189028786048,1.0,1,0,1.0,1611.6189028786048,0.670466220288292
97,linucb,simple,D,0.85,0.45873502418787593,457.1943825844226,0.22,1,0,0.22,457.1943825844226,0.871376322745418
98,linucb,simple,A,0.8,1.0,1747.709081009004,1.0,1,0,1.0,1747.709081009004,0.6630396255347671
99,linucb,simple,A,0.8,1.0,1826.9868157041335,1.0,1,0,1.0,1826.9868157041335,0.6588463018561171
100,linucb,simple,A,0.8,1.0,1869.4040326623297,1.0,1,0,1.0,1869.4040326623297,0.6566400231349657
101,linucb,simple,B,0.95,0.5151114031514379,444.4361443420082,0.1,1,0,0.1,444.4361443420082,0.8907199762047114
102,linucb,simple,A,0.8,1.0,1835.839530231979,1.0,1,0,1.0,1835.839530231979,0.6583837412831584
103,linucb,simple,D,0.85,0.5130384199838067,543.4607123094194,0.22,1,0,0.22,543.4607123094194,0.8627444761838089
104,linucb,simple,A,0.8,1.0,1687.6441221803577,1.0,1,0,1.0,1687.6441221803577,0.6662804244409236
105,linucb,simple,A,0.8,1.0,1662.5758262122001,1.0,1,0,1.0,1662.5758262122001,0.6676500163854023
106,linucb,simple,B,0.95,0.5718407281506459,470.7162605515896,0.1,1,0,0.1,470.7162605515896,0.887972554341404
107,linucb,simple,B,0.95,0.8032198407725684,555.474935053317,0.1,0,0,0.1,555.474935053317,0.0
108,linucb,simple,B,0.95,1.0,599.447011235047,0.1,0,0,0.1,599.447011235047,0.0
109,linucb,simple,B,0.95,1.0,696.9716593248694,0.1,1,0,0.1,696.9716593248694,0.8669346232526344
110,linucb,simple,B,0.95,1.0,681.7125206502775,0.1,1,0,0.1,681.7125206502775,0.8682342070081929
111,linucb,hard,C,0.75,0.3196858992146126,560.0371400959215,0.35,1,0,0.35,560.0371400959215,0.8416664382064063
112,linucb,simple,A,0.8,0.70867559636992,1171.3135125301674,1.0,1,0,1.0,1171.3135125301674,0.6969435716782749
113,linucb,hard,E,0.9,0.3174887593280381,910.2708180718191,0.6,1,0,0.6,910.2708180718191,0.7750725514899345
114,linucb,simple,D,0.85,0.4257358966123143,395.1790280935811,0.22,1,0,0.22,395.1790280935811,0.8780979158744204
115,linucb,simple,A,0.8,0.7829425760094022,1465.8139267110766,1.0,1,0,1.0,1465.8139267110766,0.678780028810242
116,linucb,hard,C,0.75,0.4687084523664591,615.5077681032067,0.35,1,0,0.35,615.5077681032067,0.8365488604742424
117,linucb,simple,A,0.8,0.9063107308616811,1827.196163893339,1.0,1,0,1.0,1827.196163893339,0.6588353503446132
118,linucb,simple,D,0.85,0.5553118417838445,513.451803561193,0.22,1,0,0.22,513.451803561193,0.8656637474976311
119,linucb,simple,D,0.85,0.7886744207697831,586.3904305469129,0.22,1,0,0.22,586.3904305469129,0.8587049926776942
120,linucb,simple,D,0.85,0.9940334902774091,659.9531933265182,0.22,1,0,0.22,659.9531933265182,0.8521128211394745
121,linucb,hard,E,0.9,0.4141799190920361,909.4576799388464,0.6,1,0,0.6,909.4576799388464,0.7751328297962142
122,linucb,simple,D,0.85,1.0,744.953689818675,0.22,1,0,0.22,744.953689818675,0.8449382377795015
123,linucb,simple,D,0.85,1.0,843.7282891913085,0.22,1,0,0.22,843.7282891913085,0.8370978607419178
124,linucb,simple,D,0.85,1.0,865.5179743973348,0.22,0,0,0.22,865.5179743973348,0.0
125,linucb,simple,A,0.8,0.6259406290195929,1131.4354953277702,1.0,1,0,1.0,1131.4354953277702,0.6995715787939146
126,linucb,simple,B,0.95,0.4293369914320991,376.27165308349055,0.1,0,0,0.1,376.27165308349055,0.0
127,linucb,hard,C,0.75,0.41487147007416536,499.78636730434994,0.35,0,0,0.35,499.78636730434994,0.0
128,linucb,hard,A,0.95,0.7265610123392401,1168.6083898332772,1.0,1,0,1.0,1168.6083898332772,0.6971204140617017
129,linucb,simple,A,0.8,0.9393736908585313,1382.979557889804,1.0,1,0,1.0,1382.979557889804,0.6836882711358093
130,linucb,simple,A,0.8,1.0,1984.3340709407855,1.0,1,0,1.0,1984.3340709407855,0.6507848363732928
131,linucb,simple,A,0.8,1.0,1665.516042992234,1.0,1,0,1.0,1665.516042992234,0.6674888473001042
132,linucb,simple,A,0.8,1.0,2134.7536130780336,1.0,1,0,1.0,2134.7536130780336,0.65
133,linucb,simple,B,0.95,0.4754595510171803,478.7034719871477,0.1,1,0,0.1,478.7034719871477,0.8871528261024215
134,linucb,simple,A,0.8,1.0,1726.2615305521642,1.0,1,0,1.0,1726.2615305521642,0.6641903376811548
135,linucb,simple,A,0.8,1.0,1903.9670994159696,1.0,1,0,1.0,1903.9670994159696,0.6548607113154313
136,linucb,simple,A,0.8,1.0,1991.00894067422,1.0,1,0,1.0,1991.00894067422,0.6504500593498349
137,linucb,hard,E,0.9,0.3535687846469542,918.0537540746433,0.6,1,0,0.6,918.0537540746433,0.7744969554530495
138,linucb,simple,D,0.85,0.46701574306830973,491.4295663348487,0.22,1,0,0.22,491.4295663348487,0.8678607478003945
139,linucb,simple,A,0.8,0.9814719999999999,1633.4044282202387,1.0,1,0,1.0,1633.4044282202387,0.6692568436581767
140,linucb,simple,B,0.95,0.4943087155617205,445.7967726031365,0.1,1,0,0.1,445.7967726031365,0.8905757687240042
141,linucb,hard,C,0.75,0.3692900668522788,601.5374986186162,0.35,1,0,0.35,601.5374986186162,0.8378152245187496
142,linucb,simple,A,0.8,0.9688456867839998,1809.6365913079637,1.0,1,0,1.0,1809.6365913079637,0.6597561253912251
143,linucb,simple,A,0.8,1.0,1883.224601583545,1.0,1,0,1.0,1883.224601583545,0.6559265808214043
144,linucb,simple,A,0.8,1.0,1925.103766861222,1.0,1,0,1.0,1925.103766861222,0.6537805429188419
145,linucb,simple,D,0.85,0.4908579373125828,522.1226142267326,0.22,1,0,0.22,522.1226142267326,0.8648116822501972
146,linucb,simple,B,0.95,0.5295589876398128,410.02024298490585,0.1,1,0,0.1,410.02024298490585,0.8944439131825026
147,linucb,simple,A,0.8,0.9814719999999999,1361.653064397657,1.0,1,0,1.0,1361.653064397657,0.6849755736627055
148,linucb,simple,A,0.8,1.0,1937.3842331511098,1.0,1,0,1.0,1937.3842331511098,0.6531556841993597
149,linucb,simple,A,0.8,1.0,1876.5364572996048,1.0,1,0,1.0,1876.5364572996048,0.6562715066233361
150,linucb,simple,B,0.95,0.6175740677338931,424.1080268985727,0.1,1,0,0.1,424.1080268985727,0.8929013543097867
151,linucb,simple,B,0.95,0.8434651796058259,553.4778535040124,0.1,1,0,0.1,553.4778535040124,0.8797880374193112
152,linucb,simple,B,0.95,1.0,557.0100943129712,0.1,1,0,0.1,557.0100943129712,0.8794528452005482
153,linucb,hard,C,0.75,0.37964521555149683,541.9773216116013,0.35,1,0,0.35,541.9773216116013,0.84338685754319
154,linucb,hard,E,0.9,0.34024198012607587,790.7385044195953,0.6,1,0,0.6,790.7385044195953,0.7842432105674135
155,linucb,hard,A,0.95,0.764404086784,1641.6987773730925,1.0,1,0,1.0,1641.6987773730925,0.668798522226054
156,linucb,simple,D,0.85,0.4202998848686943,487.7096385438239,0.22,1,0,0.22,487.7096385438239,0.8682366830707043
157,linucb,simple,A,0.8,0.8919545248055296,1518.350855120996,1.0,1,0,1.0,1518.350855120996,0.675738652873278
158,linucb,hard,C,0.75,0.5003508973069406,732.9788329019025,0.35,1,0,0.35,732.9788329019025,0.8264232612842664
159,linucb,simple,B,0.95,0.70867559636992,496.9491472517748,0.1,1,0,0.1,496.9491472517748,0.8853055520852063
160,linucb,hard,A,0.95,0.9078420339282738,1497.2910909341665,1.0,1,0,1.0,1497.2910909341665,0.6769513888565316
161,linucb,simple,B,0.95,0.848798381828866,612.4601725838265,0.1,1,0,0.1,612.4601725838265,0.8743238803911316
162,linucb,simple,B,0.95,1.0,666.3426461678976,0.1,0,0,0.1,666.3426461678976,0.0
163,linucb,simple,B,0.95,1.0,689.0366569920567,0.1,0,0,0.1,689.0366569920567,0.0
164,linucb,simple,B,0.95,1.0,708.8235708243503,0.1,1,0,0.1,708.8235708243503,0.8659350117940332
165,linucb,simple,B,0.95,1.0,773.0938123752165,0.1,1,0,0.1,773.0938123752165,0.8606542069569527
166,linucb,simple,B,0.95,1.0,707.5291745373122,0.1,1,0,0.1,707.5291745373122,0.8660437748970393
167,linucb,simple,A,0.8,0.6710128846253185,1026.1876713965291,1.0,1,0,1.0,1026.1876713965291,0.7067388628136346
168,linucb,simple,D,0.85,0.3906465619613507,483.5632588959602,0.22,1,0,0.22,483.5632588959602,0.8686574091356181
169,linucb,simple,A,0.8,0.8196323778538466,1463.28728261292,1.0,1,0,1.0,1463.28728261292,0.6789276595932048
170,linucb,simple,D,0.85,0.60251669758287,619.0204153600624,0.22,1,0,0.22,619.0204153600624,0.8557327168157627
171,linucb,simple,D,0.85,0.8302146938729256,700.4355182338697,0.22,1,0,0.22,700.4355182338697,0.8486416020525903
172,linucb,simple,D,0.85,1.0,804.5202362198166,0.22,1,0,0.22,804.5202362198166,0.8401520409135553
173,linucb,simple,D,0.85,1.0,883.732516342317,0.22,0,0,0.22,883.732516342317,0.0
174,linucb,simple,D,0.85,1.0,841.7486348068225,0.22,1,0,0.22,841.7486348068225,0.8372503460654462
175,linucb,simple,A,0.8,0.680640625935814,1338.6003165063473,1.0,1,0,1.0,1338.6003165063473,0.6863784661784185
176,linucb,simple,D,0.85,1.0,855.5514295339844,0.22,1,0,0.22,855.5514295339844,0.8361908696203522
177,linucb,simple,D,0.85,1.0,954.2323877024733,0.22,0,0,0.22,954.2323877024733,0.0
178,linucb,hard,C,0.75,0.3388086133945012,552.6183314311363,0.35,0,0,0.35,552.6183314311363,0.0
179,linucb,simple,A,0.8,0.7081770252012033,1383.8309389702806,1.0,1,0,1.0,1383.8309389702806,0.6836370871275523
180,linucb,simple,B,0.95,0.46701574306830973,387.8385043213308,0.1,1,0,0.1,387.8385043213308,0.8969274725784105
181,linucb,simple,A,0.8,0.8484122883158118,1214.9143690417013,1.0,1,0,1.0,1214.9143690417013,0.6941209206441287
182,linucb,simple,A,0.8,1.0,2157.713528073408,1.0,1,0,1.0,2157.713528073408,0.65
183,linucb,simple,A,0.8,1.0,1819.5445347782668,1.0,1,0,1.0,1819.5445347782668,0.6592360340746571
184,linucb,simple,B,0.95,0.5800671741650175,449.19887499335977,0.1,0,0,0.1,449.19887499335977,0.0
185,linucb,hard,E,0.9,0.3064677129060768,681.5961610427489,0.6,1,0,0.6,681.5961610427489,0.7932441726471223
186,linucb,hard,C,0.75,0.4218472746781518,640.2134729459502,0.35,1,0,0.35,640.2134729459502,0.8343440480623356
187,linucb,simple,A,0.8,0.8996953599999999,1706.048493693343,1.0,1,0,1.0,1706.048493693343,0.6652813764834015
188,linucb,simple,A,0.8,1.0,1954.10662973554,1.0,1,0,1.0,1954.10662973554,0.6523079855059623
189,linucb,simple,A,0.8,1.0,2171.9345410142582,1.0,1,0,1.0,2171.9345410142582,0.65
190,linucb,simple,A,0.8,1.0,1696.5647000458546,1.0,1,0,1.0,1696.5647000458546,0.6657955103671002
191,linucb,simple,B,0.95,0.5370592983365028,458.1749074372545,0.1,1,0,0.1,458.1749074372545,0.889273837699691
192,linucb,simple,D,0.85,0.44697385390011257,477.3876524855338,0.22,1,0,0.22,477.3876524855338,0.8692873956456452
193,linucb,simple,A,0.8,0.9814719999999999,1378.1097435731385,1.0,1,0,1.0,1378.1097435731385,0.683981341797186
194,linucb,simple,A,0.8,1.0,1940.7457697872733,1.0,0,0,1.0,1940.7457697872733,0.0
195,linucb,simple,B,0.95,0.6220719692572565,475.30929327445057,0.1,1,0,0.1,475.30929327445057,0.8875003288954829
196,linucb,hard,C,0.75,0.4174848777247716,623.2713161795434,0.35,1,0,0.35,623.2713161795434,0.8358513263688687
197,linucb,simple,B,0.95,0.7817325329928193,636.7468176294303,0.1,1,0,0.1,636.7468176294303,0.8721508247589349
198,linucb,hard,E,0.9,0.358164696360743,999.5168132879277,0.6,1,0,0.6,999.5168132879277,0.7686128143509513
199,linucb,simple,A,0.8,0.8277319167999999,1335.4551337312128,1.0,1,0,1.0,1335.4551337312128,0.6865708022579066
200,linucb,simple,D,0.85,0.4607472295478632,549.7203218707701,0.22,1,0,0.22,549.7203218707701,0.8621457848371588
201,linucb,simple,B,0.95,0.7688013727968408,627.2354002479066,0.1,1,0,0.1,627.2354002479066,0.8729968393081778
202,linucb,hard,C,0.75,0.49388168338590255,619.5449800074801,0.35,0,0,0.35,619.5449800074801,0.0
203,linucb,simple,A,0.8,0.796386989828866,1250.205859019244,1.0,1,0,1.0,1250.205859019244,0.691873097860026
204,linucb,simple,B,0.95,0.8239166091226087,514.2566462033307,0.1,1,0,0.1,514.2566462033307,0.8835843556246542
205,linucb,simple,B,0.95,1.0,663.3655697577727,0.1,1,0,0.1,663.3655697577727,0.8698161843176071
206,linucb,hard,E,0.9,0.4288083903778126,967.3506479417127,0.6,0,0,0.6,967.3506479417127,0.0
207,linucb,simple,B,0.95,1.0,646.0652138757732,0.1,1,0,0.1,646.0652138757732,0.8713280849219321
208,linucb,simple,B,0.95,1.0,679.2508950807216,0.1,1,0,0.1,679.2508950807216,0.8684452150205131
209,linucb,simple,B,0.95,1.0,735.4043191174447,0.1,1,0,0.1,735.4043191174447,0.863723100376251
210,linucb,simple,B,0.95,1.0,816.9644585348225,0.1,1,0,0.1,816.9644585348225,0.8571747709929826
211,linucb,hard,A,0.95,0.5864082566484105,1178.6876136465828,1.0,1,0,1.0,1178.6876136465828,0.6964625378842947
212,linucb,simple,D,0.85,0.399369887538225,423.085393827656,0.22,1,0,0.22,423.085393827656,0.8750124580361388
213,linucb,hard,C,0.75,0.4210409471534035,670.5685879036513,0.35,1,0,0.35,670.5685879036513,0.8316925228749326
214,linucb,simple,A,0.8,0.6996208074747056,1180.1709582612473,1.0,1,0,1.0,1180.1709582612473,0.6963659570107427
215,linucb,simple,D,0.85,0.5721593960004492,533.7644175760807,0.22,1,0,0.22,533.7644175760807,0.8636787129797464
216,linucb,simple,B,0.95,0.764404086784,600.1093495284134,0.1,1,0,0.1,600.1093495284134,0.8754455067531766
217,linucb,simple,B,0.95,0.9726755963699198,569.351277861517,0.1,1,0,0.1,569.351277861517,0.8782899931720068
218,linucb,simple,B,0.95,1.0,686.7988552297436,0.1,1,0,0.1,686.7988552297436,0.867799415084246
219,linucb,simple,B,0.95,1.0,761.7340830762844,0.1,1,0,0.1,761.7340830762844,0.8615711473701319
220,linucb,simple,B,0.95,1.0,783.1549751290447,0.1,1,0,0.1,783.1549751290447,0.8598476947771999
221,linucb,simple,A,0.8,0.5859179507275303,1155.6367696367188,1.0,1,0,1.0,1155.6367696367188,0.6979712678710555
222,linucb,simple,B,0.95,1.0,705.18736824037,0.1,1,0,0.1,705.18736824037,0.8662408009255392
223,linucb,simple,B,0.95,1.0,734.6935856359266,0.1,1,0,0.1,734.6935856359266,0.8637817187355037
224,linucb,simple,B,0.95,1.0,790.2800222244111,0.1,1,0,0.1,790.2800222244111,0.8592796737019498
225,linucb,simple,B,0.95,1.0,626.3833598810628,0.1,1,0,0.1,626.3833598810628,0.8730729380461487
226,linucb,simple,B,0.95,1.0,761.5885796897721,0.1,1,0,0.1,761.5885796897721,0.8615829363750885
227,linucb,hard,A,0.95,0.5721026908379714,1233.1194069556173,1.0,1,0,1.0,1233.1194069556173,0.6929573684023591
228,linucb,hard,C,0.75,0.36188201065288933,523.5608789931412,0.35,1,0,0.35,523.5608789931412,0.8451710325476562
229,linucb,simple,D,0.85,0.39555962667653033,488.4721620624371,0.22,1,0,0.22,488.4721620624371,0.868159506065334
230,linucb,simple,A,0.8,0.689871964930734,1227.9616468699496,1.0,1,0,1.0,1227.9616468699496,0.693286143122572
231,linucb,simple,D,0.85,0.6063213748983051,558.6915727814023,0.22,1,0,0.22,558.6915727814023,0.8612936546103874
232,linucb,hard,E,0.9,0.31544588334102724,873.999032077213,0.6,1,0,0.6,873.999032077213,0.7777881221616444
233,linucb,simple,B,0.95,0.70867559636992,465.19186762179544,0.1,1,0,0.1,465.19186762179544,0.8885435986964271
234,linucb,hard,C,0.75,0.4680594846808128,634.8124351832842,0.35,1,0,0.35,634.8124351832842,0.8348223682194834
235,linucb,simple,A,0.8,0.6640674543994786,1097.068762274468,1.0,1,0,1.0,1097.068762274468,0.7018737860961491
