t,policy,task_difficulty,chosen_agent,match_score,load,latency_ms,call_cost,success,fallback_used,total_cost_this_task,total_latency_this_task,reward_used_for_update,error_type
20,random,easy,A,0.5,1.0,746.8841075897217,6.51e-05,1,0,6.51e-05,746.8841075897217,0.0,none
21,random,easy,A,0.5,1.0,715.691089630127,4.82e-05,1,0,4.82e-05,715.691089630127,0.0,none
22,random,hard,F,0.9,0.4215059188274396,218.55521202087402,0.0,0,0,0.0,218.55521202087402,0.0,logic_error
23,random,easy,B,0.5,0.616099497733176,14246.241092681885,0.0002219,1,1,0.00111965,18019.665956497192,0.0,none
24,random,hard,F,0.9,0.6264141835399692,94.70629692077637,0.0,0,0,0.0,94.70629692077637,0.0,logic_error
25,random,hard,F,0.9,0.851244481515173,180.7868480682373,0.0,0,0,0.0,180.7868480682373,0.0,logic_error
26,random,easy,B,0.5,0.719854556919223,8863.27600479126,0.00021979999999999998,1,1,0.0010763,12719.229936599731,0.0,none
27,random,hard,D,0.95,0.959579763821681,2502.4940967559814,0.00044925,1,0,0.00044925,2502.4940967559814,0.0,none
28,random,easy,B,0.5,0.8574553688782462,5587.938070297241,9.74e-05,1,0,9.74e-05,5587.938070297241,0.0,none
29,random,easy,A,0.5,0.6596345248055295,823.2347965240479,5.75e-05,1,0,5.75e-05,823.2347965240479,0.0,none
30,random,easy,B,0.5,0.9640134376593139,8475.376844406128,0.00010879999999999999,1,1,0.00015979999999999998,9770.273923873901,0.0,none
31,random,hard,D,0.95,1.0,1261.1000537872314,3.7e-05,1,0,3.7e-05,1261.1000537872314,0.0,none
32,random,easy,B,0.5,1.0,5708.3680629730225,7.970000000000001e-05,1,0,7.970000000000001e-05,5708.3680629730225,0.0,none
33,random,hard,D,0.95,1.0,3638.150215148926,0.0005362499999999999,0,0,0.0005362499999999999,3638.150215148926,0.0,none
34,random,hard,F,0.9,0.5694004760506741,99.70688819885254,0.0,0,0,0.0,99.70688819885254,0.0,logic_error
35,random,hard,D,0.95,1.0,1563.8010501861572,0.00025225000000000003,1,0,0.00025225000000000003,1563.8010501861572,0.0,none
36,random,hard,F,0.9,0.740943728653642,98.89984130859375,0.0,0,0,0.0,98.89984130859375,0.0,logic_error
37,random,easy,B,0.5,0.8277319167999999,5689.327001571655,0.00010889999999999999,1,1,0.00040815000000000003,8070.12414932251,0.0,none
38,random,easy,A,0.5,0.508760067008907,940.6521320343018,0.0001033,1,0,0.0001033,940.6521320343018,0.0,none
39,random,hard,F,0.9,0.8049324046530548,170.64690589904785,0.0,0,0,0.0,170.64690589904785,0.0,logic_error
40,random,easy,A,0.5,0.6939837958916976,497.4849224090576,2.5500000000000003e-05,1,0,2.5500000000000003e-05,497.4849224090576,0.0,none
41,random,hard,D,0.95,0.8996953599999999,2199.111223220825,0.0004955000000000001,1,0,0.0004955000000000001,2199.111223220825,0.0,none
42,random,easy,A,0.5,0.8374210515385305,798.9439964294434,9.790000000000002e-05,1,0,9.790000000000002e-05,798.9439964294434,0.0,none
43,random,hard,F,0.9,0.7827142281840793,170.02201080322266,0.0,0,0,0.0,170.02201080322266,0.0,logic_error
44,random,hard,D,0.95,0.9131171963699201,3486.287832260132,0.0007552500000000001,1,0,0.0007552500000000001,3486.287832260132,0.0,none
45,random,hard,D,0.95,1.0,1534.4369411468506,0.0001785,1,0,0.0001785,1534.4369411468506,0.0,none
46,random,hard,D,0.95,1.0,2431.901216506958,0.0003955,1,0,0.0003955,2431.901216506958,0.0,none
47,random,easy,B,0.5,0.5305241467029331,15200.729846954346,0.00021569999999999998,1,1,0.00053595,17165.092706680298,0.0,none
48,random,easy,A,0.5,0.6889017586934483,609.6189022064209,4.630000000000001e-05,1,0,4.630000000000001e-05,609.6189022064209,0.0,none
49,random,easy,B,0.5,0.7108378992067514,21423.26593399048,0.0002141,1,1,0.00114835,25277.27723121643,0.0,none
50,random,easy,B,0.5,0.9255373513019414,8583.447933197021,0.00021879999999999998,1,1,0.0012207999999999997,12893.164873123169,0.0,none
51,random,easy,B,0.5,1.0,12599.281787872314,0.00011449999999999999,1,1,0.00028775000000000003,14666.34202003479,0.0,none
52,random,hard,F,0.9,0.5477121323701273,97.97286987304688,0.0,0,0,0.0,97.97286987304688,0.0,logic_error
53,random,hard,D,0.95,1.0,2209.7558975219727,0.00033049999999999996,1,0,0.00033049999999999996,2209.7558975219727,0.0,none
54,random,hard,F,0.9,0.7241482753074266,110.22186279296875,0.0,0,0,0.0,110.22186279296875,0.0,logic_error
55,random,hard,D,0.95,1.0,1299.448013305664,0.00020325,1,0,0.00020325,1299.448013305664,0.0,none
56,random,easy,A,0.5,0.547752856625412,810.0738525390625,7.730000000000001e-05,1,0,7.730000000000001e-05,810.0738525390625,0.0,none
57,random,hard,D,0.95,1.0,2008.1279277801514,0.00033299999999999996,1,0,0.00033299999999999996,2008.1279277801514,0.0,none
58,random,easy,A,0.5,0.724179812170719,862.1878623962402,7.05e-05,1,0,7.05e-05,862.1878623962402,0.0,none
59,random,easy,A,0.5,0.9372782347102326,577.5651931762695,4.2600000000000005e-05,1,0,4.2600000000000005e-05,577.5651931762695,0.0,none
60,random,hard,D,0.95,0.9814719999999999,1459.2618942260742,5.85e-05,1,0,5.85e-05,1459.2618942260742,0.0,none
61,random,hard,F,0.9,0.5959417282715116,86.99512481689453,0.0,0,0,0.0,86.99512481689453,0.0,logic_error
62,random,easy,A,0.5,0.9387288731644516,687.5028610229492,8.13e-05,1,0,8.13e-05,687.5028610229492,0.0,none
63,random,hard,F,0.9,0.7614972743734586,89.1568660736084,0.0,0,0,0.0,89.1568660736084,0.0,logic_error
64,random,hard,F,0.9,0.9701176014486435,87.49794960021973,0.0,0,0,0.0,87.49794960021973,0.0,logic_error
65,random,easy,B,0.5,0.46701574306830973,17712.23497390747,0.00021679999999999998,1,1,0.0012138000000000001,25075.031042099,0.0,none
66,random,easy,B,0.5,0.7109738539001125,12357.425212860107,0.0001109,1,1,0.00041915,13968.305110931396,0.0,none
67,random,hard,F,0.9,0.96110798209441,105.51190376281738,0.0,0,0,0.0,105.51190376281738,0.0,logic_error
68,random,hard,F,0.9,1.0,109.9100112915039,0.0,0,0,0.0,109.9100112915039,0.0,logic_error
69,random,easy,A,0.5,0.6836355820701452,722.9821681976318,8.640000000000001e-05,1,0,8.640000000000001e-05,722.9821681976318,0.0,none
70,random,easy,B,0.5,0.7263677212652153,5308.099985122681,8.03e-05,1,0,8.03e-05,5308.099985122681,0.0,none
71,random,easy,B,0.5,0.9392035947133894,13110.992908477783,0.0002128,1,1,0.0007817999999999999,15656.145811080933,0.0,none
72,random,easy,B,0.5,1.0,17931.724071502686,0.00021119999999999998,1,1,0.0005882,22379.59599494934,0.0,none
73,random,easy,B,0.5,1.0,11726.701974868774,0.0001081,1,1,0.00034135000000000003,13260.922908782959,0.0,none
74,random,easy,B,0.5,1.0,6866.246938705444,0.0001085,1,1,0.00029275,8088.072776794434,0.0,none
75,random,hard,F,0.9,0.70867559636992,100.71206092834473,0.0,0,0,0.0,100.71206092834473,0.0,logic_error
76,random,hard,F,0.9,0.9236345248055295,173.78687858581543,0.0,0,0,0.0,173.78687858581543,0.0,logic_error
77,random,hard,D,0.95,0.9814719999999999,4938.467979431152,0.0009419999999999999,1,0,0.0009419999999999999,4938.467979431152,0.0,none
78,random,hard,D,0.95,1.0,4822.644233703613,0.00098225,1,0,0.00098225,4822.644233703613,0.0,none
79,random,hard,F,0.9,0.9294310668882739,98.79899024963379,0.0,0,0,0.0,98.79899024963379,0.0,logic_error
80,random,hard,D,0.95,1.0,4551.198959350586,0.0010645,0,0,0.0010645,4551.198959350586,0.0,none
81,random,easy,A,0.5,0.4474404761458959,849.8659133911133,7.38e-05,1,0,7.38e-05,849.8659133911133,0.0,none
82,random,hard,D,0.95,1.0,2742.516040802002,0.0005425,0,0,0.0005425,2742.516040802002,0.0,none
83,random,hard,F,0.9,0.8573754982527475,89.82992172241211,0.0,0,0,0.0,89.82992172241211,0.0,logic_error
84,random,easy,A,0.5,0.604918156160096,550.7009029388428,3.7600000000000006e-05,1,0,3.7600000000000006e-05,550.7009029388428,0.0,none
85,random,easy,B,0.5,0.5450808588882738,8218.924045562744,0.0001085,1,1,0.00015075,9668.821096420288,0.0,none
86,random,easy,A,0.5,0.7684486201303784,1361.962080001831,0.0001498,1,0,0.0001498,1361.962080001831,0.0,none
87,random,hard,D,0.95,1.0,1258.9590549468994,7.099999999999999e-05,1,0,7.099999999999999e-05,1258.9590549468994,0.0,none
88,random,easy,A,0.5,0.8950866114289651,842.4100875854492,8.01e-05,1,0,8.01e-05,842.4100875854492,0.0,none
89,random,easy,A,0.5,1.0,759.6909999847412,7.88e-05,1,0,7.88e-05,759.6909999847412,0.0,none
90,random,easy,A,0.5,1.0,1018.1481838226318,0.0001076,1,0,0.0001076,1018.1481838226318,0.0,none
91,random,easy,A,0.5,1.0,523.6480236053467,3.0900000000000006e-05,1,0,3.0900000000000006e-05,523.6480236053467,0.0,none
92,random,easy,B,0.5,0.5227612450759935,4942.924976348877,9.54e-05,1,0,9.54e-05,4942.924976348877,0.0,none
93,random,easy,A,0.5,1.0,628.7412643432617,5.4600000000000006e-05,1,0,5.4600000000000006e-05,628.7412643432617,0.0,none
94,random,easy,A,0.5,1.0,723.4799861907959,5.77e-05,1,0,5.77e-05,723.4799861907959,0.0,none
95,random,easy,B,0.5,0.6562471512044274,18120.689153671265,0.0002319,0,1,0.00132465,26321.192264556885,0.0,none
96,random,hard,F,0.9,0.46272182491959657,94.54202651977539,0.0,0,0,0.0,94.54202651977539,0.0,logic_error
97,random,easy,B,0.5,0.8081977938927085,15839.48302268982,0.00021989999999999998,1,1,0.00043464999999999997,17098.070859909058,0.0,none
98,random,easy,B,0.5,1.0,14904.100894927979,0.000213,1,1,0.0008265,17817.948818206787,0.0,none
99,random,hard,D,0.95,1.0,5334.352970123291,0.0010937499999999999,0,0,0.0010937499999999999,5334.352970123291,0.0,none
