t,policy,task_difficulty,chosen_agent,match_score,load,latency_ms,call_cost,success,fallback_used,total_cost_this_task,total_latency_this_task,reward_used_for_update,error_type
15,linucb,easy,A,0.5,0.976980692747492,899.8358249664307,7.210000000000002e-05,1,0,7.210000000000002e-05,899.8358249664307,0.9774824743758392,none
16,linucb,easy,A,0.5,1.0,792.3221588134766,6.110000000000001e-05,1,0,6.110000000000001e-05,792.3221588134766,0.9801736160296631,none
17,linucb,easy,A,0.5,1.0,835.1447582244873,5.77e-05,1,0,5.77e-05,835.1447582244873,0.9791040710443878,none
18,linucb,easy,B,0.5,0.6197390467365873,19170.348167419434,0.0002192,1,1,0.0005901999999999999,21348.24228286743,0.0,none
19,linucb,easy,A,0.5,1.0,653.9771556854248,5.5e-05,1,0,5.5e-05,653.9771556854248,0.9836340711078644,none
20,linucb,easy,A,0.5,1.0,831.0098648071289,6.51e-05,1,0,6.51e-05,831.0098648071289,0.9792052233798217,none
21,linucb,easy,A,0.5,1.0,747.2970485687256,4.94e-05,1,0,4.94e-05,747.2970485687256,0.9813027537857819,none
22,linucb,hard,D,0.95,0.8016302805373356,1037.196159362793,3.425e-05,0,0,3.425e-05,1037.196159362793,0.0,none
23,linucb,easy,B,0.5,0.627056075050104,18719.095706939697,0.0002219,1,1,0.00099165,21698.797702789307,0.0,none
24,linucb,hard,F,0.9,0.410053940722388,99.23386573791504,0.0,0,0,0.0,99.23386573791504,0.0,logic_error
25,linucb,hard,D,0.95,1.0,1273.7901210784912,6.35e-05,1,0,6.35e-05,1273.7901210784912,0.9681361969730377,none
26,linucb,easy,B,0.5,0.7273211575765445,8717.725992202759,0.00021979999999999998,1,1,0.0009483,11595.744132995605,0.0,none
27,linucb,hard,F,0.9,0.5794402790919672,205.64985275268555,0.0,0,0,0.0,205.64985275268555,0.0,logic_error
28,linucb,easy,A,0.5,0.70867559636992,611.6030216217041,3.9200000000000004e-05,1,0,3.9200000000000004e-05,611.6030216217041,0.9846981644594573,none
29,linucb,easy,A,0.5,0.9236345248055295,756.566047668457,5.75e-05,1,0,5.75e-05,756.566047668457,0.9810685988082886,none
30,linucb,easy,A,0.5,1.0,770.9131240844727,4.86e-05,1,0,4.86e-05,770.9131240844727,0.9807125918978882,none
31,linucb,hard,D,0.95,0.8277319167999999,2233.958959579468,0.00037299999999999996,1,0,0.00037299999999999996,2233.958959579468,0.9498880999999999,none
32,linucb,easy,B,0.5,0.6377709179830169,12857.843160629272,0.00010769999999999999,1,1,0.00022595,14171.01502418518,0.0,none
33,linucb,hard,D,0.95,1.0,3131.941080093384,0.0005362499999999999,0,0,0.0005362499999999999,3131.941080093384,0.0,none
34,linucb,hard,F,0.9,0.5368031016186626,138.61989974975586,0.0,0,0,0.0,138.61989974975586,0.0,logic_error
35,linucb,hard,D,0.95,1.0,2242.8348064422607,0.00033425,1,0,0.00033425,2242.8348064422607,0.949899725,none
36,linucb,hard,F,0.9,0.7157003218934923,128.1108856201172,0.0,0,0,0.0,128.1108856201172,0.0,logic_error
37,linucb,easy,A,0.5,0.70867559636992,902.5967121124268,8.05e-05,1,0,8.05e-05,902.5967121124268,0.9774109321971893,none
38,linucb,easy,A,0.5,0.9236345248055295,884.7620487213135,0.00010010000000000001,1,0,0.00010010000000000001,884.7620487213135,0.9778509187819672,none
39,linucb,hard,D,0.95,0.8996953599999999,1211.4348411560059,4.4999999999999996e-05,1,0,4.4999999999999996e-05,1211.4348411560059,0.9697006289710999,none
40,linucb,easy,A,0.5,1.0,524.3680477142334,2.5500000000000003e-05,1,0,2.5500000000000003e-05,524.3680477142334,0.9868831488071441,none
41,linucb,hard,D,0.95,0.9967240867839999,2903.122901916504,0.0004815,1,0,0.0004815,2903.122901916504,0.94985555,none
42,linucb,easy,B,0.5,0.47761982312868256,12363.105058670044,0.0002185,1,1,0.00105175,15970.510005950928,0.0,none
43,linucb,hard,D,0.95,1.0,1609.2653274536133,0.0002945,1,0,0.0002945,1609.2653274536133,0.9596800168136597,none
44,linucb,hard,F,0.9,0.5573905451673307,90.56997299194336,0.0,0,0,0.0,90.56997299194336,0.0,logic_error
45,linucb,hard,F,0.9,0.790503679747251,128.8001537322998,0.0,0,0,0.0,128.8001537322998,0.0,logic_error
46,linucb,hard,F,0.9,0.9956432381775808,88.5918140411377,0.0,0,0,0.0,88.5918140411377,0.0,logic_error
47,linucb,easy,A,0.5,0.70867559636992,969.8948860168457,7.61e-05,1,0,7.61e-05,969.8948860168457,0.9757297978495788,none
48,linucb,easy,B,0.5,0.5218085977900114,12336.159944534302,0.0001085,1,1,0.00035275,14932.460069656372,0.0,none
49,linucb,easy,A,0.5,0.848798381828866,1091.007947921753,0.0001045,1,0,0.0001045,1091.007947921753,0.9726934513019562,none
50,linucb,easy,A,0.5,1.0,1021.1348533630371,9.130000000000001e-05,1,0,9.130000000000001e-05,1021.1348533630371,0.9744442386659241,none
51,linucb,easy,A,0.5,1.0,648.8549709320068,5.57e-05,1,0,5.57e-05,648.8549709320068,0.9837619157266998,none
52,linucb,hard,D,0.95,0.796386989828866,1959.1679573059082,0.0004525,1,0,0.0004525,1959.1679573059082,0.9508850510673523,none
53,linucb,hard,D,0.95,1.0,1823.1937885284424,0.0002085,1,0,0.0002085,1823.1937885284424,0.9543576052867889,none
54,linucb,hard,D,0.95,1.0,3082.9739570617676,0.00043349999999999997,1,0,0.00043349999999999997,3082.9739570617676,0.94986995,none
55,linucb,hard,D,0.95,1.0,1901.3512134552002,0.00020725,1,0,0.00020725,1901.3512134552002,0.9524040446636199,none
56,linucb,easy,B,0.5,0.4876603871056504,18076.565980911255,0.0002151,1,1,0.0005718499999999999,20255.104064941406,0.0,none
57,linucb,hard,D,0.95,1.0,1765.0508880615234,0.00037499999999999995,1,0,0.00037499999999999995,1765.0508880615234,0.955761227798462,none
58,linucb,easy,A,0.5,0.70867559636992,1049.7279167175293,7.05e-05,1,0,7.05e-05,1049.7279167175293,0.9737356520820617,none
59,linucb,easy,A,0.5,0.9236345248055295,688.2040500640869,4.2600000000000005e-05,1,0,4.2600000000000005e-05,688.2040500640869,0.9827821187483978,none
60,linucb,hard,F,0.9,0.4662880952551668,89.82992172241211,0.0,0,0,0.0,89.82992172241211,0.0,logic_error
61,linucb,hard,D,0.95,0.8996953599999999,1032.5350761413574,5.325e-05,1,0,5.325e-05,1032.5350761413574,0.9741706480964661,none
62,linucb,easy,A,0.5,0.9294310668882739,696.0420608520508,8.13e-05,1,0,8.13e-05,696.0420608520508,0.9825745584786988,none
63,linucb,hard,D,0.95,0.9967240867839999,3343.456029891968,0.00055175,1,0,0.00055175,3343.456029891968,0.949834475,none
64,linucb,hard,D,0.95,1.0,2182.6040744781494,0.00027525,1,0,0.00027525,2182.6040744781494,0.949917425,none
65,linucb,easy,A,0.5,0.9333812480144859,875.6580352783203,9.48e-05,1,0,9.48e-05,875.6580352783203,0.978080109118042,none
66,linucb,easy,A,0.5,1.0,836.583137512207,7.170000000000001e-05,1,0,7.170000000000001e-05,836.583137512207,0.9790639115621949,none
67,linucb,hard,D,0.95,0.9814719999999999,2406.8360328674316,0.00020075,1,0,0.00020075,2406.8360328674316,0.9499397749999999,none
68,linucb,hard,D,0.95,1.0,2705.940008163452,0.00053075,0,0,0.00053075,2705.940008163452,0.0,none
69,linucb,easy,B,0.5,0.3925533658152611,13713.878154754639,0.00021679999999999998,1,1,0.0011758,19320.800065994263,0.0,none
70,linucb,easy,B,0.5,0.6454469619174298,6437.392950057983,7.67e-05,1,0,7.67e-05,6437.392950057983,0.9499769899999999,none
71,linucb,easy,A,0.5,0.8277319167999999,1024.3630409240723,9.220000000000002e-05,1,0,9.220000000000002e-05,1024.3630409240723,0.9743632639768982,none
72,linucb,easy,A,0.5,1.0,610.5868816375732,4.05e-05,1,0,4.05e-05,610.5868816375732,0.9847231779590607,none
73,linucb,easy,A,0.5,1.0,774.2910385131836,5.88e-05,1,0,5.88e-05,774.2910385131836,0.9806250840371704,none
74,linucb,easy,A,0.5,1.0,697.2959041595459,5.95e-05,1,0,5.95e-05,697.2959041595459,0.9825497523960114,none
75,linucb,hard,F,0.9,0.36853215838739467,105.56387901306152,0.0,0,0,0.0,105.56387901306152,0.0,logic_error
76,linucb,hard,D,0.95,0.70867559636992,3508.7618827819824,0.00044675000000000004,1,0,0.00044675000000000004,3508.7618827819824,0.9498659749999999,none
77,linucb,hard,F,0.9,0.5853913034551985,85.57009696960449,0.0,0,0,0.0,85.57009696960449,0.0,logic_error
78,linucb,hard,F,0.9,0.8151443470405746,93.51491928100586,0.0,0,0,0.0,93.51491928100586,0.0,logic_error
79,linucb,hard,F,0.9,1.0,170.36819458007812,0.0,0,0,0.0,170.36819458007812,0.0,logic_error
80,linucb,hard,F,0.9,1.0,92.07296371459961,0.0,0,0,0.0,92.07296371459961,0.0,logic_error
81,linucb,easy,A,0.5,0.70867559636992,1018.9759731292725,7.38e-05,1,0,7.38e-05,1018.9759731292725,0.9745034606717682,none
82,linucb,hard,D,0.95,0.6291118431582793,2666.4209365844727,0.0005425,0,0,0.0005425,2666.4209365844727,0.0,none
83,linucb,hard,F,0.9,0.9814719999999999,112.97917366027832,0.0,0,0,0.0,112.97917366027832,0.0,logic_error
84,linucb,easy,B,0.5,0.4077998039558226,9621.184825897217,0.00010779999999999999,1,1,0.0004223,11866.013050079346,0.0,none
85,linucb,easy,A,0.5,0.7249894668882739,686.4161491394043,4.7000000000000004e-05,1,0,4.7000000000000004e-05,686.4161491394043,0.9828254962715148,none
86,linucb,easy,A,0.5,0.937990730861681,1258.3329677581787,0.0001498,1,0,0.0001498,1258.3329677581787,0.9684967358060456,none
87,linucb,hard,D,0.95,0.8364439988714998,3878.5388469696045,0.00020700000000000002,1,0,0.00020700000000000002,3878.5388469696045,0.9499379,none
88,linucb,easy,A,0.5,1.0,999.4521141052246,8.01e-05,1,0,8.01e-05,999.4521141052246,0.9749896671473695,none
89,linucb,easy,A,0.5,1.0,852.1158695220947,7.76e-05,1,0,7.76e-05,852.1158695220947,0.9786738232619476,none
90,linucb,easy,A,0.5,1.0,1043.8549518585205,0.0001076,1,0,0.0001076,1043.8549518585205,0.973871346203537,none
91,linucb,easy,A,0.5,1.0,546.6408729553223,3.0900000000000006e-05,1,0,3.0900000000000006e-05,546.6408729553223,0.986324708176117,none
92,linucb,easy,A,0.5,1.0,551.1922836303711,2.62e-05,1,0,2.62e-05,551.1922836303711,0.9862123329092407,none
93,linucb,easy,B,0.5,0.4290598220660675,8245.946884155273,0.00010889999999999999,1,1,0.00023014999999999998,9736.0680103302,0.0,none
94,linucb,easy,A,0.5,1.0,1029.1879177093506,5.77e-05,1,0,5.77e-05,1029.1879177093506,0.9742529920572662,none
95,linucb,easy,A,0.5,1.0,2158.9620113372803,0.0002339,1,0,0.0002339,2158.9620113372803,0.94992983,none
96,linucb,hard,D,0.95,0.769158043253318,2629.1301250457764,0.00052575,1,0,0.00052575,2629.1301250457764,0.949842275,none
97,linucb,easy,B,0.5,0.5573051844554463,20307.89613723755,0.00021989999999999998,1,1,0.00107865,23651.25012397766,0.0,none
98,linucb,easy,B,0.5,0.7904285623207927,13123.749017715454,0.000213,1,1,0.0006045,15605.387926101685,0.0,none
99,linucb,hard,D,0.95,1.0,4203.383922576904,0.0010937499999999999,0,0,0.0010937499999999999,4203.383922576904,0.0,none
